#SampleID	Description	country	Env	SourceSink
1642.MS00119	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00118	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00117	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00116	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00115	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00114	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00113	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00112	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00111	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00110	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00109	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00108	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00107	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00106	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00105	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00104	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00103	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00102	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00101	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00100	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00099	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00098	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00097	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00096	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00095	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00094	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00093	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00092	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00091	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00090	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00089	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00088	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00087	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00086	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00085	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00084	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00083	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00082	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00081	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00080	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00079	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00078	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00077	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00076	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00075	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00074	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00073	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00072	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00071	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00070	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00069	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00068	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00067	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00066	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00065	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00064	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00063	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00062	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00061	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00060	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00059	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00058	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00057	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00054	Bulk soil W1514	GAZ:Japan	alluvial paddy field soil	source
1642.MS00051	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00050	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00049	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00048	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00047	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00046	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00045	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00044	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00043	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00142	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00141	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00140	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00042	Bulk soil W106	GAZ:Japan	alluvial paddy field soil	source
1642.MS00041	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00040	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00039	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00038	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00037	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00036	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00034	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00033	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00032	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00031	Bulk soil kasalath	GAZ:Japan	alluvial paddy field soil	source
1642.MS00030	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00029	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00028	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00027	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00026	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00025	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00024	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00023	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00022	Bulk soil 93-11	GAZ:Japan	alluvial paddy field soil	source
1642.MS00021	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00020	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00019	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00018	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00017	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00016	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00014	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00013	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00012	Bulk soil Nipponbare	GAZ:Japan	alluvial paddy field soil	source
1642.MS00011	Bulk soil unknown	GAZ:Japan	alluvial paddy field soil	source
1642.MS00010	Bulk soil unknown	GAZ:Japan	alluvial paddy field soil	source
1642.MS00009	Bulk soil unknown	GAZ:Japan	alluvial paddy field soil	source
1642.MS00008	Bulk soil unknown	GAZ:Japan	alluvial paddy field soil	source
1642.MS00007	Bulk soil unknown	GAZ:Japan	alluvial paddy field soil	source
1642.MS00006	Bulk soil unknown	GAZ:Japan	alluvial paddy field soil	source
1642.MS00005	Bulk soil unknown	GAZ:Japan	alluvial paddy field soil	source
1642.MS00004	Bulk soil unknown	GAZ:Japan	alluvial paddy field soil	source
1642.MS00003	Bulk soil unknown	GAZ:Japan	alluvial paddy field soil	source
1642.MS00002	Bulk soil unknown	GAZ:Japan	alluvial paddy field soil	source
1642.MS00001	Bulk soil unknown	GAZ:Japan	alluvial paddy field soil	source
1674.McG.F110714Ch1H1	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch1H2	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch1H3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch1H4	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch1H5	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch1R1	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch1R2	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch1R3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch1R4	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch1R5	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch2H1	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch2H2	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch2H3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch2H4	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch2R1	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch2R2	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch2R3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch2R4	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch2R5	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch3H1	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch3H2	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch3H3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch3H4	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch3H5	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch3R1	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch3R2	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch3R3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch3R4	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Ch3R5	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr1H1	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr1H2	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr1H3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr1H5	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr1R1	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr1R2	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr1R3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr1R4	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr1R5	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr3H1	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr3H2	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr3H3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr3H4	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr3H5	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr3R2	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr3R3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr3R4	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr3R5	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr5H1	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr5H2	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr5H3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr5H4	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr5H5	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr5R1	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr5R2	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr5R3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr5R4	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110714Jr5R5	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly2H1	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly2H2	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly2H3	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly2H4	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly2H5	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly2R1	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly2R2	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly2R5	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly5H1	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly5H2	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly5H3	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly5H4	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly5H5	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly5R1	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly5R2	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly5R4	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly5R5	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly6H1	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly6H2	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly6H3	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly6H4	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly6H5	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly6R1	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly6R2	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly6R3	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly6R4	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.F110715Ly6R5	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.G110713Br1	NYC green roof soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.G110713Br2	NYC green roofs soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.G110713Br3	NYC green roofs soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.G110713Lb4	NYC green roofs soil in Queens Rego Park	GAZ:United States of America	garden soil	source
1674.McG.G110713Lb5	NYC green roofs soil in Queens Rego Park	GAZ:United States of America	garden soil	source
1674.McG.G110713Lb6	NYC green roofs soil in Queens Rego Park	GAZ:United States of America	garden soil	source
1674.McG.G110713Sj1	NYC green roofs soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.G110713Sj2	NYC green roofs soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.G110713Sj3	NYC green roofs soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.G110713Sm1	NYC green roofs soil in the Bronx	GAZ:United States of America	garden soil	source
1674.McG.G110713Sm3	NYC green roofs soil in the Bronx	GAZ:United States of America	garden soil	source
1674.McG.G110713Sm5	NYC green roofs soil in the Bronx	GAZ:United States of America	garden soil	source
1674.McG.G110713So1	NYC green roofs soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.G110713So3	NYC green roofs soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.G110713So5	NYC green roofs soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.G110713Sp4	NYC green roofs soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.G110713Sp5	NYC green roofs soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.G110713Sp6	NYC green roofs soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.G110714Ch1	NYC green roof soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.G110714Ch2	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.G110714Ch3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.G110714Jr1	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.G110714Jr3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.G110715Ly2	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.G110715Ly5	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.G110715Ly6	NYC green roofs soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.G110718Ha2	NYC green roof soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.G110718Ha3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.G110718Ha6	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.G110719Di1	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.G110719Di3	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.G110719Di4	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.G110719Di5	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.G110719Di6	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.G110719Di7	NYC green roofs soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110714Ch1	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110714Ch2	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110714Ch3	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110714Hi1	NYC park soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.P110714Hi2	NYC park soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.P110714Hi3	NYC park soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.P110714Jr1	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110714Jr3	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110715Ly1	NYC park soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.P110715Ly2	NYC park soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.P110715Ly3	NYC park soil in Staten Island	GAZ:United States of America	garden soil	source
1674.McG.P110718Cps1	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110718Cps2	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110718Cps3	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110718Gl1	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110718Gl2	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110718Gl3	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110718Nm1	NYC park soil in the Bronx	GAZ:United States of America	garden soil	source
1674.McG.P110718Nm2	NYC park soil in the Bronx	GAZ:United States of America	garden soil	source
1674.McG.P110718Nm3	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110718Sm1	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110718Sm2	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110718Sm3	NYC park soil in Manhattan	GAZ:United States of America	garden soil	source
1674.McG.P110718Wd1	NYC park soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.P110718Wd2	NYC park soil in Brooklyn	GAZ:United States of America	garden soil	source
1674.McG.P110718Wd3	NYC park soil in the Bronx	GAZ:United States of America	garden soil	source
1692.Soil.BE.PolygonC.Shallow.Center.08.11.2012	Soil BE PolygonC Shallow Center 08.11.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonB.Shallow.Rim.7.28.2012	Soil BE PolygonB Shallow Rim 7.28.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonC.Medium.Center.08.11.2012	Soil BE PolygonC Medium Center 08.11.2012biofilm metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonA.Medium.Rim.08.11.2012	Soil BE PolygonA Medium Rim 08.11.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonA.Medium.Center.7.8.2012	Soil BE PolygonA Medium Center 7.8.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonA.Shallow.Center.7.28.2012	Soil BE PolygonA Shallow Center 7.28.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonB.Medium.Rim.08.11.2012	Soil BE PolygonB Medium Rim 08.11.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonC.Shallow.Center.7.28.2012	Soil BE PolygonC Shallow Center 7.28.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonB.Shallow.Center.7.8.2012	Soil BE PolygonB Shallow Center 7.8.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonB.Medium.Center.7.28.2012	Soil BE PolygonB Medium Center 7.28.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonA.Medium.Center.08.11.2012	Soil BE PolygonA Medium Center 08.11.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonA.Medium.Center.7.28.2012	Soil BE PolygonA Medium Center 7.28.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonC.Shallow.Rim.08.11.2012	Soil BE PolygonC Shallow Rim 08.11.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonA.Shallow.Rim.7.28.2012	Soil BE PolygonA Shallow Rim 7.28.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonC.Medium.Center.7.28.2012	Soil BE PolygonC Medium Center 7.28.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonB.Shallow.Rim.7.8.2012	Soil BE PolygonB Shallow Rim 7.8.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonB.Shallow.Rim.7.15.2012	Soil BE PolygonB Shallow Rim 7.15.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonC.Medium.Center.7.15.2012	Soil BE PolygonC Medium Center 7.15.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonC.Medium.Center.7.8.2012	Soil BE PolygonC Medium Center 7.8.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonB.Shallow.Center.7.28.2012	Soil BE PolygonB Shallow Center 7.28.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonA.Shallow.Rim.7.15.2012	Soil BE PolygonA Shallow Rim 7.15.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonC.Shallow.Center.7.15.2012	Soil BE PolygonC Shallow Center 7.15.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonA.Medium.Center.7.15.2012	Soil BE PolygonA Medium Center 7.15.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonB.Medium.Center.7.8.2012	Soil BE PolygonB Medium Center 7.8.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonA.Shallow.Center.7.8.2012	Soil BE PolygonA Shallow Center 7.8.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonA.Shallow.Rim.08.11.2012	Soil BE PolygonA Shallow Rim 08.11.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonA.Shallow.Center.7.15.2012	Soil BE PolygonA Shallow Center 7.15.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonB.Shallow.Rim.08.11.2012	Soil BE PolygonB Shallow Rim 08.11.2012soil metagenome	GAZ:United States of America	dry lake	source
1692.Soil.BE.PolygonB.Shallow.Center.08.11.2012	Soil BE PolygonB Shallow Center 08.11.2012soil metagenome	GAZ:United States of America	dry lake	source
